23200, 0.002 +/- 0.983, 0.533, 1.000 +/- 0.000, 0.50000, 1.39182 +/- 0.12085, -1.05744, 0.11003, 0.77994, -0.12721, -0.03777, -0.01076, -0.02248
23400, 0.001 +/- 0.984, 0.533, 1.000 +/- 0.000, 0.50000, 1.38310 +/- 0.12014, -0.96510, 0.10174, 0.79652, -0.13947, -0.02403, -0.00299, -0.02872
23600, 0.001 +/- 0.984, 0.532, 1.000 +/- 0.000, 0.50000, 1.37647 +/- 0.11932, -1.01234, 0.11170, 0.77660, -0.13672, -0.00994, -0.02296, -0.01661
23800, 0.000 +/- 0.985, 0.532, 1.000 +/- 0.000, 0.50000, 1.36810 +/- 0.11861, -1.06746, 0.11674, 0.76652, -0.14953, -0.00580, -0.01733, -0.01804
24000, -0.001 +/- 0.983, 0.531, 1.000 +/- 0.000, 0.50000, 1.36175 +/- 0.11780, -1.16506, 0.12473, 0.75055, -0.18077, 0.02148, -0.04794, 0.00244
24200, -0.002 +/- 0.983, 0.532, 1.000 +/- 0.000, 0.50000, 1.35349 +/- 0.11713, -1.12474, 0.10905, 0.78191, -0.21883, 0.02526, -0.06325, 0.00962
24400, -0.002 +/- 0.981, 0.534, 1.000 +/- 0.000, 0.50000, 1.34528 +/- 0.11646, -1.10984, 0.11094, 0.77812, -0.17786, 0.00961, -0.02949, -0.00649
24600, -0.000 +/- 0.982, 0.533, 1.000 +/- 0.000, 0.50000, 1.33944 +/- 0.11567, -1.24474, 0.12068, 0.75863, -0.18610, 0.04233, -0.05350, 0.00506
24800, 0.001 +/- 0.983, 0.533, 1.000 +/- 0.000, 0.50000, 1.33260 +/- 0.11495, -1.12905, 0.11803, 0.76393, -0.16752, 0.02510, -0.03124, -0.01685
25000, 0.000 +/- 0.984, 0.534, 1.000 +/- 0.000, 0.50000, 1.32517 +/- 0.11427, -1.12349, 0.11682, 0.76637, -0.21139, 0.06542, -0.04911, -0.00640
25200, 0.002 +/- 0.984, 0.533, 1.000 +/- 0.000, 0.50000, 1.31932 +/- 0.11352, -1.13187, 0.12140, 0.75721, -0.19797, 0.02415, -0.03386, -0.02238
25400, 0.002 +/- 0.986, 0.534, 1.000 +/- 0.000, 0.50000, 1.31595 +/- 0.11269, -1.09990, 0.12330, 0.75340, -0.19444, 0.04323, -0.05346, -0.00764
25600, 0.001 +/- 0.987, 0.533, 1.000 +/- 0.000, 0.50000, 1.31515 +/- 0.11182, -1.14330, 0.12793, 0.74414, -0.19849, 0.04295, -0.06552, -0.00905
25800, -0.001 +/- 0.987, 0.535, 1.000 +/- 0.000, 0.50000, 1.32220 +/- 0.11118, -1.20401, 0.12925, 0.74151, -0.23011, 0.06125, -0.08052, -0.01389
26000, 0.000 +/- 0.988, 0.535, 1.000 +/- 0.000, 0.50000, 1.32657 +/- 0.11042, -1.20214, 0.12266, 0.75468, -0.19756, 0.02833, -0.06308, -0.02159
26200, 0.001 +/- 0.989, 0.536, 1.000 +/- 0.000, 0.50000, 1.33708 +/- 0.11008, -1.10847, 0.12710, 0.74579, -0.20218, 0.05118, -0.08820, 0.01187
26400, -0.000 +/- 0.990, 0.534, 1.000 +/- 0.000, 0.50000, 1.35022 +/- 0.11003, -1.22877, 0.13372, 0.73256, -0.19811, 0.02064, -0.07146, -0.00028
26600, -0.000 +/- 0.989, 0.538, 1.000 +/- 0.000, 0.50000, 1.35803 +/- 0.10949, -1.24389, 0.13277, 0.73447, -0.23047, 0.05428, -0.08794, 0.01870
26800, 0.000 +/- 0.989, 0.539, 1.000 +/- 0.000, 0.50000, 1.35846 +/- 0.10868, -1.04425, 0.11671, 0.76658, -0.19724, -0.02026, -0.02647, -0.01118
27000, -0.000 +/- 0.990, 0.540, 1.000 +/- 0.000, 0.50000, 1.37042 +/- 0.10853, -1.15664, 0.12805, 0.74390, -0.24383, 0.02421, -0.06202, 0.02313
27200, -0.001 +/- 0.990, 0.540, 1.000 +/- 0.000, 0.50000, 1.37867 +/- 0.10805, -1.10156, 0.11887, 0.76226, -0.24043, 0.02214, -0.06418, 0.01445
27400, -0.002 +/- 0.990, 0.543, 1.000 +/- 0.000, 0.50000, 1.38948 +/- 0.10781, -1.17062, 0.11837, 0.76327, -0.21474, 0.03112, -0.05763, 0.00961
27600, 0.001 +/- 0.991, 0.545, 1.000 +/- 0.000, 0.50000, 1.38975 +/- 0.10704, -1.24542, 0.13055, 0.73890, -0.16872, 0.05761, -0.02898, 0.01057
27800, -0.000 +/- 0.991, 0.546, 1.000 +/- 0.000, 0.50000, 1.38996 +/- 0.10627, -1.28072, 0.14111, 0.71778, -0.17202, 0.02409, -0.04818, -0.00757
28000, 0.000 +/- 0.991, 0.549, 1.000 +/- 0.000, 0.50000, 1.40341 +/- 0.10637, -1.37644, 0.14199, 0.71603, -0.15060, 0.03546, -0.06159, 0.00664
28200, -0.002 +/- 0.990, 0.551, 1.000 +/- 0.000, 0.50000, 1.41567 +/- 0.10632, -1.46497, 0.16338, 0.67323, -0.19119, 0.03751, -0.06011, -0.00134
